reference;name;description;price;image
59;ENCENS - Huile essentielle BIO;Calme, sérénité et relaxation… L’encens est tiré de la gomme-résine qui s’écoule lorsque l'on incise le tronc des arbres dénommés Boswellia poussant sur les sols arides de Somalie. L'encens est utilisé depuis des siècles dans les rites religieux où il symbolise la prière adressée à Dieu. Cette résine distillée permet d'obtenir une huile essentielle très utilisée en parfumerie pour fixer les parfums. Associée à d’autres huiles essentielles en diffusion, l'huile essentielle d'Encens permet d'éviter les désagréments liés à la fumée créée par la combustion de bâtonnets d'encens et de créer des ambiances propices à la méditation, à la relaxation, au travail sur soi... Dépression.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale. Appliquer 2 gouttes de ce mélange sur le thorax + 1 goutte sur la face interne de chaque poignet 2 à 3 fois par jour.  Insomnie.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale. Appliquer 2 gouttes de ce mélange sur le thorax + 1 goutte sur la face interne de chaque poignet avant le coucher. Méditation.En diffusion : verser le nombre de gouttes indiqué sur la notice du diffuseur. Diffuser par plages de 30 minutes maximum.;6,9;www.compagnie-des-sens.fr/893-home_default/encens-huile-essentielle-bio.jpg
60;SARO - Huile essentielle BIO;Une antivirale puissante !  Le mandravasarotra (man - dra - va - saro - tra) plus simplement appelé Saro est une plante endémique de Madagascar et un beau cadeau pour le monde des huiles essentielles. Son nom signifie « qui détruit les maux » et on peut dire qu'elle est plutôt bien nommée ! L'huile essentielle de Saro possède des propriétés antivirales remarquables, à mettre à profit dans le renforcement de l'immunité. Elle est également active sur la sphère respiratoire grâce à son action expectorante et mucolytique.   Prévention des infections virales.Voie cutanée : 4 gouttes pures sur le thorax matin et soir pendant les périodes à risques. Maladies virales de l'hiver (toux, angine…).Voie cutanée : 3 gouttes dans le bas du dos, le long de la colonne vertébrale et sur le thorax, 4 à 5 fois par jour, jusqu’à amélioration.;3,3;www.compagnie-des-sens.fr/1039-home_default/saro-huile-essentielle-bio.jpg
61;BERGAMOTE - Huile essentielle BIO;Un doux parfum d'Italie...La bergamote est le fruit du bergamotier, petit arbre aux rameaux épineux, cultivé dans la région de Calabre en Italie du Sud. Elle n'est pas comestible mais elle est utilisée pour parfumer le thé Earl Grey et entre dans la composition de l'eau de Cologne. Comme les autres huiles essentielles d'agrumes, celle de Bergamote est obtenue par expression des zestes du fruit et possède une odeur légère et citronnée. Elle est très appréciée en diffusion : elle permet d'assainir l'air et facilite le sommeil luttant ainsi contre l'insomnie. Difficulté d'endormissement, insomnie.En diffusion : verser le nombre de gouttes indiqué sur la notice du diffuseur. Diffuser 30 minutes avant l'heure du coucher. Bien-être.En diffusion : verser le nombre de gouttes indiqué sur la notice du diffuseur. Diffuser par plages de 30 minutes maximum, lorsque vous souhaitez passer un moment de détente, de méditation.;4,5;www.compagnie-des-sens.fr/857-home_default/bergamote-huile-essentielle-bio.jpg
62;ORANGE DOUCE - Huile essentielle BIO;Ambiance calme et détendue...  Riche en vitamines et antioxydants, l'orange douce est bien connue en cuisine pour ses propriétés nutritionnelles : c'est l'un des fruits les plus consommés au monde ! Rien ne se perd dans la nature puisque son huile essentielle, issue du zeste pressé, présente elle aussi de nombreuses vertus. L'huile essentielle d'Orange Douce possède une odeur fruitée et sucrée très agréable qui en fait une incontournable dans la gamme des huiles essentielles en diffusion notamment pour les nourrissons. Elle est réputée pour son action à la fois calmante, apaisante et anti-infectieuse. Stress.Voie cutanée : 1 goutte sur les poignets à inhaler profondément, 3 fois par jour, jusqu’à amélioration. Atmosphère saine et relaxation.En diffusion : verser le nombre de gouttes indiqué sur la notice du diffuseur. Diffuser par plages de 30 minutes maximum. ;3,3;www.compagnie-des-sens.fr/870-home_default/orange-douce-huile-essentielle-bio.jpg
63;ANETH - Huile essentielle BIO;L'alliée pour une bonne digestion. L'aneth est une petite plante annuelle bien connue des amateurs de cuisine tant pour ses feuilles parfumées, utilisées fraîches ou séchées, que pour ses graines... Mais parlons plutôt d'huiles essentielles : celle d'Aneth est obtenue par distillation des graines. Bien connue pour ses vertus stomachiques, elle est souvent utilisée pour stimuler la digestion. Elle possède également d'intéressantes propriétés expectorantes et mucolytiques permettant de dégager les voies respiratoires. Digestion.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale à appliquer sur le ventre après le repas. Bronchite.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale à appliquer sur le thorax et le haut du dos, 4 fois par jour. Renouveler l'application 4 fois par jour pendant 10 jours.;5,4;www.compagnie-des-sens.fr/963-home_default/aneth-huile-essentielle-bio.jpg
64;ANGÉLIQUE - Huile essentielle BIO;Adieu stress, angoisses et dépendances !   Connue depuis le Moyen Âge, sous le nom de racine du Saint-Esprit, l'huile essentielle d'Angélique était réputée pour protéger de divers maux comme la peste ou le poison. Aujourd'hui encore, elle est utilisée pour son action tonique sur la digestion et pour son action anxiolytique et calmante. Elle est parfois utilisée pour lutter contre certaines addictions ou dépendances.   Angoisse, anxiété.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale à appliquer sur la face interne de chaque poignet et respirer profondément en période de stress. Répéter 3 à 4 fois par jour selon les besoins. Dépendance (tabac, alcool…).Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale à appliquer sur la face interne de chaque poignet et respirer profondément quand l'envie se fait sentir. Faire une pause d'une semaine après trois semaines d'utilisation.;21,9;www.compagnie-des-sens.fr/968-home_default/angelique-huile-essentielle-bio.jpg
65;CADE - Huile essentielle BIO;Soin des cheveux, des ongles, de la peau... et plus si affinités !  L'huile essentielle de Cade est tirée du bois de petits arbustes de la familles des genévriers. Grâce à ses propriétés désinfectantes, antiseptiques et répulsives, elle est souvent utilisée pour les affections cutanées comme la gale. Elle permet également de lutter contre les pellicules, et de fortifier les cheveux et les ongles. Parasitoses cutanées (gale, teigne).Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale à appliquer sur les zones affectées (ne pas appliquer sur les zones ano-génitales). Renouveler l'opération matin et soir jusqu'à disparition totale des symptômes (rougeurs, démangeaisons). Pellicules.Voie cutanée : 2 gouttes dans une noix de shampoing, pendant 4 semaines. ;5,7;www.compagnie-des-sens.fr/858-home_default/cade-huile-essentielle-bio.jpg
66;CAJEPUT - Huile essentielle BIO;Tonique cutané et respiratoire !  Les arbres de la famille des myrtacées produisent toutes sortes d'huiles essentielles dont le Cajeput qui signifie "arbre blanc" en malais, et donne une huile essentielle purifiante et anti-infectieuse. Elle est en effet réputée pour son action au niveau de l'arbre respiratoire et au niveau de la peau et des cheveux.  Chute des cheveux.Voie cutanée : 3 gouttes dans une noix de shampooing à chaque utilisation. Zona, herpès.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale à appliquer sur la zone infectée, 8 fois par jour, jusqu'à disparition des symptômes. Bronchite.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale à appliquer sur le thorax et le haut du dos, 4 fois par jour. Renouveler l'application 4 fois par jour pendant 10 jours.;3,3;www.compagnie-des-sens.fr/980-home_default/cajeput-huile-essentielle-bio.jpg
67;CAMOMILLE SAUVAGE - Huile essentielle BIO;La Camomille anti-infectieuse ! L'huile essentielle de Camomille Sauvage, aussi appelée Camomille du Maroc, possède une odeur fraîche et camphrée qui se marie bien avec les huiles essentielles de Petit Grain Bigarade ou de Géranium. Comme les autres huiles essentielles de Camomille, elle agit sur le système nerveux, mais c'est surtout une huile essentielle anti-infectieuse. Encombrement bronchique.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale à appliquer sur le thorax, 3 fois par jour. Renouveler l'application 4 fois par jour pendant 10 jours. Rhume, sinusite.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale à appliquer sur le thorax, 3 fois par jour, jusqu'à 5 jours consécutifs. ;10,5;www.compagnie-des-sens.fr/984-home_default/camomille-sauvage-huile-essentielle-bio.jpg
68;CURCUMA - Huile essentielle BIO;Un fort pouvoir antioxydant. Le Curcuma est une épice à l'odeur caractéristique et réputée pour ses propriétés anti-cancer. Son huile essentielle possède de nombreuses vertus. Elle est efficace en cas de troubles intestinaux et digestifs, elle est anti-inflammatoire et elle possède aussi une action antiparasitaire reconnue. Mais elle se démarque surtout des autres huiles essentielles par ses propriétés antioxydantes puissantes. Troubles digestifs chez les adultes.Voie cutanée : 2 gouttes dans 5 gouttes d'huile végétale à appliquer sur le ventre en massage circulaire dans le sens des aiguilles d'une montre, 2 fois par jour. Appliquer un maximum de 5 jours.;7,5;www.compagnie-des-sens.fr/1008-home_default/curcuma-huile-essentielle-bio.jpg
69;EUCALYPTUS CITRONNÉ - Huile essentielle BIO;Un anti-inflammatoire qui sent bon le citron !Parmi les huiles essentielles d'Eucalyptus, celle d'Eucalyptus Citronné se distingue par ses remarquables propriétés anti-inflammatoires : elle sera donc recommandée en massage en cas de douleurs articulaires ou musculaires. Elle possède en outre une agréable odeur citronnée qui calme les nerfs et fait fuir les moustiques !  Tendinite, douleurs lombaires.Voie cutanée : 2 gouttes dans 8 gouttes d'huile végétale, 4 à 6 fois par jour sur la zone douloureuse jusqu'à amélioration. Entorse chez les enfants.Voie cutanée : 2 gouttes dans 8 gouttes d'huile végétale sur la zone douloureuse, 6 fois par jour pendant 5 jours. Sinusite.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale à appliquer sur le front, 4 fois par jour pendant 3 jours. (Attention à ne pas en mettre dans les yeux!);3,3;www.compagnie-des-sens.fr/703-home_default/eucalyptus-citronne-huile-essentielle-bio.jpg
70;EUCALYPTUS GLOBULUS - Huile essentielle BIO;Celle qui dégage les sinus !   Parmi les huiles essentielles d'eucalyptus, celle d'Eucalyptus Globulus est sans doute la plus efficace et la plus puissante au niveau de la sphère respiratoire. Son action expectorante est remarquable. Elle est toute indiquée en cas de bronchites, rhinopharyngites ou sinusites, et en cas de toux grasses et nez bouché. Sa puissance et son efficacité réservent toutefois son utilisation aux adultes. Pour les enfants, choisissez l'Eucalyptus Radiata.   Bronchite, toux grasse.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale à appliquer sur le thorax 4 fois par jour pendant 5 à 7 jours. Nez bouché.En inhalation : déposer 3 gouttes pures sur un mouchoir puis respirer. Recommencer 4 à 6 fois par jour.;3,3;www.compagnie-des-sens.fr/927-home_default/eucalyptus-globulus-huile-essentielle-bio.jpg
71;HÉLICHRYSE DE MADAGASCAR - Huile essentielle BIO;Elle booste les défenses immunitaires !Les huiles essentielles d'hélichryse ont chacune des propriétés spécifiques. Celle de Madagascar, issue de la plante récoltée en bordure des forêts de l'île, est une anti-infectieuse et immunostimulante puissante. Elle est fortement recommandée en cas d'infections respiratoires, elle est notamment très efficace contre les bronchites aigües. Cette huile essentielle aide aussi à venir à bout des poux. Stimuler l'immunité.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale en application sur le thorax et 1 goutte dans 4 gouttes d'huile végétale sur le dos, 3 fois par jour, en prévention, pendant les périodes à risques. Faire une pause d'une semaine au bout de trois semaines d'utilisation. Prévenir et lutter contre les problèmes respiratoires.En diffusion : verser le nombre de gouttes indiqué sur la notice de votre diffuseur. Diffuser par plages de 30 minutes maximum.;3,6;www.compagnie-des-sens.fr/1029-home_default/helichryse-de-madagascar-huile-essentielle-bio.jpg
72;INULE ODORANTE - Huile essentielle BIO;Soulage les troubles respiratoires des petits.De tout temps, les inules ont été utilisées en médecine traditionnelle pour soulager différentes affections. Parmi nos huiles essentielles, celle d'Inule Odorante est particulièrement adaptée aux femmes enceintes, enfants et bébés dans le traitement de nombreux types de problèmes ORL et les quintes de toux. Permettant de réguler le rythme cardiaque, elle est aussi souvent indiquée en cas d'hypertension.  Bronchite.Voie cutanée : 2 gouttes pures sur le thorax, 3 fois par jour, pendant 3 jours. Bronchite (bébés).Voie cutanée : 2 gouttes dans 8 gouttes d'huile végétale sur le thorax, 3 fois par jour, pendant 3 jours.;27;www.compagnie-des-sens.fr/1033-home_default/inule-odorante-huile-essentielle-bio.jpg
73;NARD DE L'HIMALAYA - Huile essentielle BIO;Ne laissez pas vos émotions prendre le dessus. Le Nard de l'Himalaya est un privilégié ! En effet, cette plante de la famille des Valérianacées pousse sur les hauteurs de l'Himalaya à plus de 4000 mètres de hauteur. Elle fournit une de ces huiles essentielles rares et précieuses. Sédative, elle apaise ceux dont le cœur bat la chamade à la moindre émotion. Favorisant aussi la pousse des cheveux, ses nombreuses vertus ne s'arrêtent pas là : elle va également soulager les psoriasis, les varices et les hémorroïdes.   Calmer, apaiser.Voie cutanée : 3 gouttes sur le plexus solaire, dans les moments d'émotion. Psoriasis.Voie cutanée : 2 gouttes localement, 2 fois par jour. Observer une semaine de pause après 3 semaines d'utilisation. Pousse des cheveux.Voie cutanée : 1 goutte dans une noix de shampoing avant chaque lavage.;10,2;www.compagnie-des-sens.fr/996-home_default/nard-de-l-himalaya-huile-essentielle-bio.jpg
74;KHELLA - Huile essentielle BIO;Finies les crises d'asthme !  La Khella est une plante herbacée originaire du Maghreb qui fleurit en ombelles blanches. Il est utilisé depuis l'Antiquité, notamment en Égypte, pour soigner l'asthme. Aujourd'hui encore, l'huile essentielle de Khella demeure un incontournable en cas d'asthme allergique ou nerveux. Elle est souvent mélangée à d'autres huiles essentielles et s'utilise en massage sur le plexus solaire. Elle est également efficace pour les coliques et calculs biliaires. Crise d'asthme.Voie cutanée : 1 goutte dans 10 gouttes d'huile végétale à appliquer sur le thorax, toutes les 15 minutes jusqu'à amélioration.;10,5;www.compagnie-des-sens.fr/1044-home_default/khella-huile-essentielle-bio.jpg
75;LAVANDE FINE - Huile essentielle BIO;Un air de Provence...  Très floral et délicat, le parfum de la Lavande Fine rappelle la Provence. Poussant en altitude, elle est spécifiquement sélectionnée pour la grande qualité de l'huile essentielle qu'elle produit et ses vertus thérapeutiques reconnues. Elle est la plus calmante et apaisante de toutes les huiles essentielles de Lavande. Son application sur la peau soulage les irritations cutanées et les états de crampes et contractures musculaires. C'est une huile essentielle adaptée à tous, des nourrissons jusqu'aux adultes. Peaux sèches.Voie cutanée : 1 goutte dans 10 gouttes d'huile végétale, à appliquer sur les zones concernées, 1 à 2 fois par jour. Faire une pause d'une semaine au bout de trois semaines d'utilisation. Cicatrices.Voie cutanée : 2 à 4 gouttes pures sur la zone cicatricielle 3 fois par jour, à répéter jusqu'à disparition. Escarres.Voie cutanée : 1 goutte pure localement sur la zone concernée, 3 fois par jour jusqu'à cicatrisation. Nervosité, agitation.En diffusion : verser le nombre de gouttes indiqué sur la notice dans le diffuseur. Diffuser par plages de 30 minutes maximum.;6;www.compagnie-des-sens.fr/944-home_default/lavande-fine-huile-essentielle-bio.jpg
76;LAVANDULA STOECHAS - Huile essentielle BIO;Un remède méditerranéen. Le nom Lavandula Stoechas vient des îles Stoechades, en Méditerranée, où cette plante sauvage y est largement répandue. En cas d'encombrements bronchiques chroniques, de sinusites et surtout d'otites séreuses, l'huile essentielle de Lavandula Stoechas est, de toutes les huiles essentielles de Lavande, la plus appropriée. Elle est aussi recommandée en traitement de l'eczéma et de l'acné juvénile. Otite séreuse chez l'adulte et l'enfant de + de 6 ans.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale en application autour de l'oreille. Renouveler l'application 5 à 6 fois par jour pendant 5 jours.;5,1;www.compagnie-des-sens.fr/1045-home_default/lavandula-stoechas-huile-essentielle-bio.jpg
77;LÉDON DU GROENLAND - Huile essentielle BIO;La spécialiste du foie et du sommeil.  Le Lédon du Groenland fait partie des huiles essentielles venues de loin pour nous faire profiter de leurs propriétés intéressantes. Le lédon est  un petit arbuste à feuilles persistantes qui pousse sur les terrains tourbeux nordiques depuis le Groenland jusqu'au Canada. Il donne une huile essentielle rare et précieuse. C'est une spécialiste du foie et du sommeil : son fort pouvoir décongestionnant et régénérateur hépatocytaire lui permet de soulager les problèmes du foie. De plus, que vous soyez en stress intense ou victime d'insomnie, cette huile essentielle vous permettra de vous endormir en toute sérénité. Insomnies sévères.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale, à appliquer sur le thorax au coucher. À répéter selon le besoin. Douleurs au foie.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale, à appliquer au niveau du foie, 2 à 3 fois par jour.;27;www.compagnie-des-sens.fr/1057-home_default/ledon-du-groenland-huile-essentielle-bio.jpg
78;LIVÈCHE - Huile essentielle BIO;Super-détox et psoriasis !  La Livèche aussi appelé Ache des montagnes est une plante herbacée vivace de la famille des Apiacées que l'on retrouve dans les prairies montagneuses de l'Europe. Elle est reconnue parmi les huiles essentielles pour son fort pouvoir détoxifiant et antitoxique. C'est un puissant allié pour purifier son organisme et éliminer toutes les toxines. Elle est également très utile pour ses vertus bénéfiques sur les psoriasis. Psoriasis.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale, 2 à 3 fois par jour sur la zone concernée, pendant 3 semaines. Faites une pause d'une semaine et reprenez 3 semaines si besoin. Détox.Voie orale : 2 gouttes sur un comprimé neutre, 3 fois par jour pendant 5 jours.;31,5;www.compagnie-des-sens.fr/1056-home_default/liveche-huile-essentielle-bio.jpg
79;MARJOLAINE SYLVESTRE - Huile essentielle BIO;Pour respirer en toute liberté.  La Marjolaine Sylvestre pousse dans les terres du centre de l'Espagne et au Portugal, où elle porte le nom charmant de "bela luz". Cette "belle lumière" produit une huile essentielle au parfum somptueux, idéale en diffusion. Très efficace pour dégager les voies respiratoires, elle fait partie des huiles essentielles expectorantes et décongestionnantes et s'utilise en cas de bronchite ou sinusite. Elle agit aussi sur le plan émotionnel pour vous rassurer dans les petits moments de déprime. Dégagement des voies respiratoires.En diffusion : verser le nombre de gouttes indiqué sur la notice de votre diffuseur. Diffuser par plage de 30 minutes maximum. Bronchite.Voie cutanée : 2 gouttes dans 8 gouttes d'huile végétale en application sur le thorax et le haut du dos matin et soir pendant 10 jours.;4,5;www.compagnie-des-sens.fr/1068-home_default/marjolaine-sylvestre-huile-essentielle-bio.jpg
80;MÉLISSE - Huile essentielle BIO;Action anti-stress puissante.   Grâce à ses effets calmants, l'huile essentielle de Mélisse est recommandée en cas de crise de stress ou de panique. Elle soulage aussi les spasmes, facilite la digestion et agit en cas de pression artérielle trop élevée. Son odeur fraîche et citronnée la classe parmi les huiles essentielles particulièrement agréables à diffuser. Crise de stress.Voie orale : 1 goutte pure sur un comprimé neutre à laisser fondre en bouche pour une meilleure diffusion pendant la crise. Insomnies.Voie orale : 1 goutte pure sur un comprimé neutre à laisser fondre en bouche pour une meilleure diffusion, le soir au coucher.;40,8;www.compagnie-des-sens.fr/1080-home_default/melisse-huile-essentielle-bio.jpg
81;MENTHE VERTE - Huile essentielle BIO;La plus douce en menthol ! La Menthe Verte est la variété de menthe typiquement utilisée dans le thé à la menthe oriental. Son huile essentielle est principalement indiquée en cas d'infections des voies respiratoires et de troubles digestifs. Elle aide à la cicatrisation des plaies et possède aussi des vertus calmantes qui en font une alliée dans la gestion du stress. De toutes les huiles essentielles de menthe, c'est la plus douce en menthol. Troubles digestifs.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale à appliquer sur le ventre de façon circulaire, dans le sens des aiguilles d'une montre. (Attention utilisation interdite pour les enfants, bébés et femmes enceintes et allaitantes).;3,6;www.compagnie-des-sens.fr/1072-home_default/menthe-verte-huile-essentielle-bio.jpg
82;MUSCADE - Huile essentielle BIO;La muscade, pour une vitalité générale !  Originaire d'Indonésie, la Muscade a longtemps été une épice très convoitée par les commerçants européens. La compétition était rude entre les navigateurs désireux de s'approprier cette matière précieuse. Comme de nombreuses épices, le muscadier fournit aussi son huile essentielle par distillation de ses noix. L'huile essentielle de Muscade est fortement tonique, elle stimule la circulation et a un effet sur la vitalité générale. Elle facilite l’accouchement et est un très bon antidouleur. En mélange avec d'autres huiles essentielles, elle pourrait être utilisée pour se libérer des drogues douces. Asthénie.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale, en massage dans le bas du dos au niveau des reins, matin et midi pendant 1 semaine. Rhumatismes, arthrose.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale, en application sur la zone douloureuse, 3 fois par jour jusqu'à amélioration. Utiliser 2 à 3 semaines puis faire une pause d'une semaine et reprendre si besoin.;5,1;www.compagnie-des-sens.fr/969-home_default/muscade-huile-essentielle-bio.jpg
83;MYRTE VERT - Huile essentielle BIO;Respirez, souriez ! Le myrte vert est un arbuste de la famille des Myrtacées, originaire du bassin méditerranéen, qui pousse à l'état sauvage dans les maquis secs et ensoleillés. Son huile essentielle s'occupera aussi bien de vos voies respiratoires que de votre peau. Très bonne décongestionnante, elle soulagera votre toux. De plus, ses propriétés tonifiantes et astringentes donneront une seconde jeunesse à votre peau. Attention, il ne faut pas la confondre avec les autres huiles essentielles de myrte comme le Myrte Rouge et le Myrte Citronné !   Toux grasse.Voie orale : 2 gouttes dans une cuillère à café de miel, 3 fois par jour jusqu'à amélioration.  Hypothyroïdie.Voie orale : 1 goutte sur 1/4 de morceau de sucre ou dans une cuillère à café d'huile d'olive, 3 fois par jour avant les repas. Observer une semaine de pause après 3 semaines d'utilisation. ;10,5;www.compagnie-des-sens.fr/990-home_default/myrte-verte-huile-essentielle-bio.jpg
84;COMBAVA - Huile essentielle BIO;Anti-inflammatoire et sédative.   Le Combava est originaire d'une île indonésienne et a été depuis introduit dans d'autres îles de l'Océan Indien, notamment à Madagascar. L'huile essentielle de Combava fait donc partie de nos nombreuses huiles essentielles malgaches. Elle est reconnue pour ses propriétés anti-inflammatoires et anti-rhumatismales, et surtout pour ses propriétés sédatives. Elle calme les états de stress et de fatigue nerveuse tout en dégageant une agréable odeur citronnée.   Stress, anxiété, insomnie.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale à appliquer sur le thorax et sur la face interne des poignets.   Douleurs rhumatismales.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale en massage sur les zones douloureuses, 3 fois par jour jusqu'à amélioration.;5,4;www.compagnie-des-sens.fr/993-home_default/combava-huile-essentielle-bio.jpg
85;ÉPINETTE NOIRE - Huile essentielle BIO;L'anti-coups de pompes !   Revitalisante et tonique, l'huile essentielle d’Épinette Noire est idéale en cas de fatigues passagères ou périodes de convalescence. Elle soigne les bronchites et apaise les toux sèches. C'est aussi une des huiles essentielles aux propriétés anti-inflammatoires reconnues.   Fatigue, asthénie.Voie cutanée : 2 gouttes dans 8 gouttes d'huile végétale en application dans le bas du dos au niveau des reins, 3 fois par jour. Faire une pause d'une semaine au bout de trois semaines d'utilisation. Concentration (examen, sport).Voie cutanée : avant l'épreuve, 1 goutte pure sur la face interne de chaque poignet puis respirer profondément.;4,8;www.compagnie-des-sens.fr/897-home_default/epinette-noire-huile-essentielle-bio.jpg
86;CRISTE MARINE - Huile essentielle BIO;AmincissantLa Criste Marine, ou fenouil marin, est une petite plante vivace poussant sur les rochers ou les falaises des bords de mer. Elle fait partie des huiles essentielles assez peu connues mais elle est intéressante pour sa propriété drainante. Cette huile essentielle permet notamment de lutter contre la cellulite en favorisant l'élimination des graisses et en limitant la rétention d'eau. Cellulite.Voie cutanée : 2 gouttes dans 8 gouttes d'huile végétale à appliquer sur les zones les plus touchées, matin et soir, pendant 3 semaines. Faites une pause d'1 semaine puis reprenez 3 semaines.;15,9;www.compagnie-des-sens.fr/741-home_default/criste-marine-huile-essentielle-bio.jpg
87;POIVRE NOIR - Huile essentielle BIO;Fort pouvoir tonifant et antidouleur ! Le Poivre Noir, originaire de Madagascar, est une grande liane qui s'accroche aux arbres et que l'on retrouve sous les climats tropicaux. C'est l'épice indispensable de nos cuisines, elle se retrouve dans tous les plats pour réhausser les saveurs. Elle fait partie de ces huiles essentielles au nom évocateur. Son huile essentielle est principalement tonifiante et antidouleur. Elle soignera les douleurs dentaires et musculaires ainsi que les angines. Elle possède également des vertus aphrodisiaques. Carie.Application buccale : 1 goutte en application locale autour de la dent douloureuse, 3 fois par jour en attendant votre rendez-vous chez le dentiste. Massage aphrodisiaque.Voie cutanée : 1 goutte dans 9 gouttes d'huile végétale, dans le bas du dos. Fatigue, hypotension.Voie cutanée : 1 goutte dans 9 gouttes d'huile végétale, le long de la colonne vertébrale, 3 fois par jour en période de forte fatigue ou de tension basse. ;5,7;www.compagnie-des-sens.fr/894-home_default/poivre-noir-huile-essentielle-bio.jpg
88;PRUCHE - Huile essentielle BIO;Respirez en toute liberté !La Pruche, aussi appelée épicéa, est un arbre majestueux originaire du Canada pouvant atteindre 30 mètres de hauteur et vivre 400 ans ! Elle fait partie de la grande famille des Pinacées et ne doit donc pas être confondue avec les huiles essentielles de Pin Sylvestre ou de Cèdre de l'Atlas. Elle vous sera très utile pour désinfecter vos voies respiratoires et urinaires. Son odeur plaisante et balsamique sera très appréciée pour ses bienfaits en diffusion, vous pourrez en profiter toute la journée au sein de votre maison. Grippe, maladie ORL.En diffusion : verser le nombre de gouttes indiqué sur la notice de votre diffuseur. Diffuser par plages de 30 minutes maximum.;8,4;www.compagnie-des-sens.fr/1023-home_default/pruche-huile-essentielle-bio.jpg
89;GALBANUM - Huile essentielle BIO;Note de parfum...  Avec son odeur verte, l'huile essentielle de Galbanum est l'une des huiles essentielles les plus utilisées en parfumerie. Elle est tirée de la résine de la férule gommeuse, une plante originaire d'Iran. Cette huile essentielle est tonifiante et stimulante en cas de fatigue. Elle possède aussi des propriétés anti-infectieuses et anti-inflammatoires. Massage sportif antidouleur.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale en massage sur les zones douloureuses. Répéter selon les besoins.;7,5;www.compagnie-des-sens.fr/932-home_default/galbanum-huile-essentielle-bio.jpg
90;ORIGAN VERT - Huile essentielle BIO;Pour passer l'hiver en pleine forme !Le nom origan vient du grec et signifie "joie des montagnes". L'huile essentielle d'Origan Vert, aussi appelé 'Origan Vulgaire' ou 'de Grèce' est un anti-infectieux puissant. Il fait partie des huiles essentielles d'une efficacité redoutable pour prévenir les pathologies hivernales. L'huile essentielle d'Origan Vert est la seule huile essentielle d'Origan pouvant être utilisée chez les enfants (sur avis médical). Elle s'utilise particulièrement contre les pathologies infectieuses des voies respiratoires (rhume, bronchites, etc), digestives (helicobacter pylori par exemple) et urogénitales. Elle est tonifiante et vous redonne de l'énergie en cas de fatigue physique. Forte fatigue.Voie cutanée : 1 goutte dans 9 gouttes d'huile végétale en massage sur le plexus solaire, 1 fois par jour. Observer une semaine de pause après 3 semaines d'utilisation.;4,2;www.compagnie-des-sens.fr/1005-home_default/origan-vert-huile-essentielle-bio.jpg
91;TANAISIE ANNUELLE - Huile essentielle BIO;Stop aux allergies ! La Tanaisie Annuelle, aussi appelée Camomille Bleue, est une plante annuelle vivace de couleur jaune, originaire du Maroc. Elle fait partie de ces huiles essentielles très puissantes et possédant une action spécifique. En effet, ses propriétés anti-inflammatoires et antihistaminiques font d'elle l'huile indispensable pour les personnes souffrant d'allergies cutanées et saisonnières. Allergie au pollen.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale en application sur les avant-bras, 2 fois par jour pendant 7 à 10 jours. Urticaire, eczéma.Voie cutanée : 2 gouttes dans 2 gouttes d'huile végétale en application locale sur la zone qui démange, 3 fois par jour, jusqu'à amélioration visible.Les récoltes 2015 de Tanaisie Annuelle ont été très faibles et les nouvelles récoltes auront lieu cet été. Ce produit ne sera donc sans doute pas disponible avant septembre 2016. Nos équipes mettent néanmoins tout en oeuvre pour en dénicher d'ici là - sans transiger sur la qualité, bien sûr !;27,6;www.compagnie-des-sens.fr/704-home_default/tanaisie-annuelle-huile-essentielle-bio.jpg
