reference;name;description;price;image
514;Crampes musculaires (femme enceinte) - Pack d'huiles essentielles;La Compagnie des Sens a développé une synergie aux propriétés apaisantes et anti-douleur pour soulager les crampes musculaires des femmes enceintes. Ce pack contient les 3 huiles essentielles nécessaires pour faire soi-même ce mélange :1 flacon d'huile essentielle BIO d’Eucalyptus Citronné - 5mL1 flacon d'huile essentielle BIO de Laurier Noble - 5mL1 flacon d'huile essentielle BIO de Camomille Romaine - 5mL1 flacon d'huile végétale BIO d'Argan - 50mL Offert : 1 flacon vide pour faire son mélange  Offert : 1 étiquette vierge pour personnaliser son flaconEnvie de connaitre le rôle de chaque huile essentielle dans cette synergie ? Cliquez ici.;33,3;www.compagnie-des-sens.fr/306-home_default/crampes-musculaires-femme-enceinte-pack-d-huiles-essentielles.jpg
516;Huile végétale de Ricin BIO;Une huile au poil ! D'origine tropicale, le ricin est un arbrisseau aux imposantes feuilles et dont les graines offrent par pression à froid une huile végétale excellente pour nourrir et renforcer les cheveux, les cils et les sourcils. Cette huile végétale oubliée possède en outre de nombreuses propriétés cosmétiques et thérapeutiques très intéressantes. Elle est aussi utilisée en synergie avec des huiles essentielles pour sa très bonne pénétration tissulaire malgré sa viscosité.   Idéale en cas de : Cheveux fatigués et ternes : faire un masque capillaire en appliquant la quantité nécessaire, insister au niveau des pointes, laisser poser au moins une heure puis faire un shampoing. Ongles mous et cassants : appliquer 2 à 3 fois par semaine sur chaque ongle.  Vendue en flacon de 50mL.;3,9;www.compagnie-des-sens.fr/779-home_default/huile-vegetale-de-ricin-bio.jpg
517;Macérât huileux d'Arnica BIO;Pour les sportifs ! Originaires des régions montagneuses européennes, les fleurs d'arnica des montagnes renferment des actifs aux propriétés thérapeutiques reconnues et leur macération dans l'huile de tournesol fournit un macérât huileux très apprécié des sportifs. En effet, très anti-inflammatoire, il apaise les tensions musculaires de toutes sortes. Mais il a bien d'autres utilisations : vous souffrez de problèmes circulatoires ? Voici un macérât pour vous ! Idéal en cas de :  Arthrite, tendinite, entorse, coups : appliquer quelques gouttes sur les zones douloureuses ou enflammées, 2 fois par jour. Varices : appliquer quelques gouttes en massage de bas en haut de la jambe, 2 fois par jour.   Vendue en flacon de 50mL.;6;www.compagnie-des-sens.fr/762-home_default/macerat-huileux-d-arnica-bio.jpg
518;Huile végétale de Pépins de Raisin BIO;Une huile extrêmement riche en composés antioxydants ! Naturellement riche en composés antioxydants (polyphénols, procyanidine, et tanins) les pépins de raisin fournissent une des meilleures huiles végétales nutritives et anti-âge pour la peau comme pour les cheveux. Également désincrustante des peaux grasses ou mixtes, l'huile végétale de Pépins de Raisin leur redonnera toute leur jeunesse et leur netteté.Idéale en cas de : Vieillissement cutané : appliquer quelques gouttes en massage sur les zones voulues.  Cheveux secs, fins ou abîmés : appliquer quelques gouttes en massage sur la chevelure avant le shampoing. Démaquillant : appliquer quelques gouttes sur un coton pour se démaquiller.  Vendue en flacon de 50mL.;7,596;www.compagnie-des-sens.fr/776-home_default/huile-vegetale-de-pepins-de-raisin-bio.jpg
519;Huile végétale de Bourrache BIO;L'huile végétale qui redonne le sourire à votre peau !  Cette très belle fleur en forme d'étoile à la couleur bleue est originaire de nos plateaux français. L'huile végétale tirée de ses graines possède des vertus très intéressantes sur la peau. Sa richesse en acides gras polyinsaturés et en vitamines A, D, E et K lui confère des propriétés anti-âge très recherchées. Également régulatrice des hormones, elle est particulièrement adaptée aux femmes en pré-ménopause ou ménopausées. Ses propriétés sont très similaires à celles de l'huile végétale d'Onagre mais elle est moins fragile.Idéale en cas de :    Peaux ridées et matures : appliquer quelques gouttes matin et soir sur les rides. Douleurs prémenstruelles : masser avec quelques gouttes le bas ventre dès que les douleurs apparaissent.Vendue en flacon de 50mL.;9,504;www.compagnie-des-sens.fr/808-home_default/huile-vegetale-de-bourrache-bio.jpg
520;Huile végétale de Noyaux d'abricot BIO;Rendre l'éclat aux peaux fatiguées et ridées !  Extraite à partir des petites amandes au cœur des noyaux d'abricot, cette huile végétale est très riche en vitamine A et oméga 6 ce qui la rend excellente pour les soins de beauté et notamment ceux du visage. Son utilisation est parfaite en crème de nuit. Elle redonne du tonus et de l'éclat aux peaux fatiguées. Très bon excipient en aromathérapie pour les adultes car très pénétrante, elle permet une parfaite absorption des principes actifs et ne laisse pas de film gras à la surface de la peau. Les enfants et bébés préfereront l'huile végétale d' Amande Douce.   Idéale en cas de : Vieillissement cutané précoce : quelques gouttes à appliquer en massage sur les rides.  Peaux ternes et fatiguées : quelques gouttes en crème de nuit sur le visage.  Vendue en flacon de 50mL.;5,3;www.compagnie-des-sens.fr/775-home_default/huile-vegetale-de-noyaux-d-abricot-bio.jpg
521;Macérât huileux de Calendula BIO;Un superbe anti-inflammatoire cutané !  En provenance des régions méditerranéennes, le calendula est une plante aux belles fleurs orange vif. Macérées dans de l'huile de tournesol, ces dernières fournissent un macérât huileux d'exception pour les peaux enflammées ou irritées. Naturellement riche en fariadol, le macérât huileux de Calendula calmera en effet tous types de problèmes inflammatoires. Ajoutez à cela ses vertus apaisantes, nourrissantes et raffermissantes cutanées, vous obtenez alors un soin idéal pour les peaux sensibles !   Idéal en cas de :  Coups de soleil :  appliquer quelques gouttes en massage sur les zones affectées. Urticaire : faire pénétrer en application locale autant d'huile végétale qu'il est nécessaire pour calmer les démangeaisons.   Vendue en flacon de 50mL.;6;www.compagnie-des-sens.fr/791-home_default/macerat-huileux-de-calendula-bio.jpg
522;Huile végétale de Rose Musquée BIO;Adieu cicatrices et rides avec cette excellente huile cosmétique !  Originaire d'Amérique du Sud, le rosier muscat produit des graines extraordinairement riches en acides gras essentiels polyinsaturés considérés comme d'excellents régénérateurs cutanés. L' huile végétale de Rose Musquée est donc idéale pour tous soins cosmétiques. Appliquée sur le visage en crème de jour comme en crème de nuit, elle est alliée des peaux ridées et abîmées.   Idéale en cas de : Cicatrices : appliquer quelques gouttes matin et soir sur la cicatrice en prenant soin de bien couvrir toute la zone cicatricielle. Elle est efficace sur les cicatrices récentes comme anciennes.  Rides : appliquer quelques gouttes matin et soir sur la zone concernée. Vergetures : masser les zones sensibles (fesses, ventre, cuisses) avec quelques gouttes matin et soir.;8,1;www.compagnie-des-sens.fr/782-home_default/huile-vegetale-de-rose-musquee-bio.jpg
523;Diarrhée, turista - Pack d'huiles essentielles;Pour combattre la diarrhée et la turista, la Compagnie des Sens a mis au point une synergie d'huiles essentielles aux propriétés anti-inféctieuses, bactéricides, carminatives.Ce pack contient les 4 huiles essentielles nécessaires pour faire soi-même ce mélange :1 flacon d'huile essentielle BIO de Cannelle - 5mL1 flacon d'huile essentielle BIO de Basilic - 5mL1 flacon d'huile essentielle BIO de Menthe Poivrée - 5mL1 flacon d'huile essentielle BIO de Cardamome - 5mL Offert : 1 flacon vide pour faire son mélange  Offert : 1 étiquette vierge pour personnaliser son flacon Envie de connaitre le rôle de chaque huile essentielle dans cette synergie ? Cliquez ici.;19,5;www.compagnie-des-sens.fr/2204-home_default/diarrhee-turista-pack-d-huiles-essentielles.jpg
525;Huile végétale de Noisette BIO;L'alliée des peaux fragiles et rougissantes ! La noisette est le fruit oléagineux contenant le plus de lipides. Son huile végétale composée de nombreux acides gras essentiels lui procure un usage cosmétique nourrissant et très hydratant pour le visage. Les peaux rougissantes et fragiles seront enchantées par sa douceur qui les rendra satinées, douces et parfumées d'une délicate odeur de noisette. Si l'usage cosmétique de cette huile végétale est mis en avant, son usage thérapeutique est tout aussi intéressant puisque cette huile végétale ne laisse pas de film gras lors de son application et facilite la pénétration en profondeur des huiles essentielles.  Enfin, cette huile végétale sera appréciée dans vos salades pour son agréable goût de noisette !Idéale en cas de : Peaux fragiles et rougissantes à hydrater profondément : quelques gouttes sur le visage matin et soir. Douleurs musculaires : en massage sur les muscles pour bien faire pénétrer l'huile végétale. Vendue en flacon de 50mL.;6,29835;www.compagnie-des-sens.fr/769-home_default/huile-vegetale-de-noisette-bio.jpg
526;Huile végétale de Calophylle Inophyle BIO;Une huile végétale essentielle pour la circulation sanguine ! Le Takamaka est considéré comme sacré dans de nombreux pays, car culminant à 20 mètres du sol. Ses amandes pressées à froid donnent une huile végétale bien connue : l'huile végétale de Calophylle Inophyle, aussi appelée Tamanu. Elle n'est pas seulement utilisée pour faire pénétrer les huiles essentielles mais possède aussi des propriétés thérapeutiques très intéressantes. Son potentiel sera mis à profit pour les problèmes de circulation principalement, cernes, varices, hémorroïdes, mais également pour toutes les inflammations des sportifs. Ses propriétés cosmétiques sont moins importantes que dans les autres huiles végétales mais ne sont pas à négliger.Idéale en cas de :  Couperose : masser votre visage à l'aide de quelques gouttes matin et soir. Varices : masser vos jambes de bas en haut à l'aide de quelques gouttes matin et soir. Acné : appliquer quelques gouttes de la même façon qu'une crème de jour.  Vendue en flacon de 50mL.;6,996;www.compagnie-des-sens.fr/796-home_default/huile-vegetale-de-calophylle-inophyle-bio.jpg
527;Macérât huileux de Carotte BIO;L'huile à avoir avant, pendant et après l'exposition au soleil ! Pour pouvoir profiter des vertus uniques des constituants de la carotte, ses racines séchées sont macérées dans de l'huile de tournesol. Un macérât huileux est alors obtenu, faisant la joie de tous les fans de farniente au soleil !  En raison de sa teneur naturelle en provitamine A, le macérât huileux de carotte est en effet l'un des meilleurs autobronzants naturels, et grâce à ses propriétés hydratantes, il constituera aussi un parfait après-soleil. Enfin, il redonnera tout leur éclat aux peaux ternes et fatiguées.   Idéal en cas de :  Teint terne, vieillissement de la peau, acné : appliquer quelques gouttes sur le visage, deux fois par jour.  Préparation au bronzage : appliquer quelques gouttes en massage sur les zones concernées avant et après l'exposition au soleil.  Vendue en flacon de 50mL.;6;www.compagnie-des-sens.fr/797-home_default/macerat-huileux-de-carotte-bio.jpg
528;Huile végétale de Nigelle BIO;L'incontournable des troubles digestifs !  Plus connue sous le nom de cumin noir d'Egypte, la nigelle est une plante aromatique produisant des petites graines noires semblables au pavot. Son huile végétale, outre ses utilisations en cosmétique sur les peaux sensibles, possède de nombreux principes actifs aux véritables propriétés thérapeutiques sur les plans digestif, immunitaire et respiratoire. C'est une huile végétale multi-usage puisqu'elle peut même être utilisée pour assaisonner vos salades !   Idéale en cas de : Grippe, rhume, stimulation des défenses immunitaires : une cuillère à café à avaler matin et soir avant le repas. Ongles cassants : oindre vos ongles avec quelques gouttes d'huile végétale jusqu'à amélioration visible.  Vendue en flacon de 50mL.;6,504;www.compagnie-des-sens.fr/766-home_default/huile-vegetale-de-nigelle-bio.jpg
529;Macérât huileux de Millepertuis BIO;Le pro des douleurs d'origine nerveuse ! Les fleurs de millepertuis sont depuis toujours utilisées à des fins thérapeutiques. Leur macération dans de l'huile de tournesol créée un mélange aux propriétés remarquables. Efficace contre les douleurs siégeant sur les nerfs et les articulations, le macérât huileux de Millepertuis est aussi très anti-inflammatoire en raison de sa teneur en hypéricine. Enfin, comme de nombreux macérâts huileux et huiles végétales, ses vertus régénératrices et apaisantes soulagent les peaux agressées par le soleil.Idéal en cas de :  Sciatiques, névralgies, rhumatismes, hernie discale : appliquer quelques gouttes sur les zones douloureuses et enflammées, 2 fois par jour. Vendue en flacon de 50mL.;6;www.compagnie-des-sens.fr/763-home_default/macerat-huileux-de-millepertuis-bio.jpg
530;Huile végétale de Macadamia BIO;Une huile végétale qui vous protège été comme hiver !    Originaire du Kenya, l'huile végétale de Macadamia obtenue par pression des noix a rapporté tous ses bienfaits avec elle depuis l'Afrique. Ses propriétés sont proches de celles de l'huile végétale d'Amande Douce mais elle est plus adaptée aux adultes. Riche en acide palmitoléique, protecteur des cellules, c'est l'experte des peaux fragiles et abîmées. Excellent vecteur d'absorption des huiles essentielles, elle pénètre dans les cellules de la peau, sans laisser de film gras, pour la nourrir en profondeur. Été comme hiver, elle vous protège des agressions extérieures et apaise votre peau en douceur.  Idéale en cas de : Mains crevassées et abîmées : appliquer quelques gouttes matin et soir en massage sur vos mains. Vergetures : en prévention des vergetures, appliquer quelques gouttes sur les zones les plus à risque (hanches, ventre…).  Vendue en flacon de 50mL.;6,996;www.compagnie-des-sens.fr/807-home_default/huile-vegetale-de-macadamia-bio.jpg
531;Huile végétale de Coco BIO;Pour des cheveux forts et brillants à la délicieuse odeur de coco ! Une superbe huile exotique au parfum gourmand : l'huile de Coco ! Obtenue à partir de la pulpe blanche de la noix de coco, fruit du cocotier, originaire des régions tropicales indo-malaises, cette huile végétale est une référence pour nourrir et favoriser la pousse des cheveux. Lubrifiante et hydratante, elle sera l'alliée des peaux fines et sensibles : paupières, contours des yeux, là où la peau est très fragile. Idéale en cas de :  Cheveux secs et fragilisés : appliquer en masque capillaire, laisser poser au moins une heure puis se faire un shampooing.  Vendue en flacon de 50mL.;5,004;www.compagnie-des-sens.fr/802-home_default/huile-vegetale-de-coco-bio.jpg
532;Huile végétale de Germe de Blé BIO;L'huile végétale riche en vitamines !  Le blé, plante annuelle pouvant aller jusqu'à 1m20 de hauteur est la céréale la plus cultivée au monde. Son huile végétale extraite du germe est très connue pour ses propriétés cosmétiques et thérapeutiques. En effet, elle constitue une très bonne anti-rides grâce à ses propriétés anti-oxydantes et régénératrices cutanées. Sa forte teneur en vitamines A, D, E et K vous redonnera toute l'énergie dont vous avez besoin. Néanmoins, elle doit être diluée dans d'autres huiles pour une application agréable et pour nourrir la peau en profondeur.Idéale en cas de :  Peaux sèches, déshydratées : appliquer quelques gouttes sur votre corps ou votre visage.  Vieillissement cutané : appliquer quelques gouttes sur les zones concernées.  Vendue en flacon de 50mL.;8,496;www.compagnie-des-sens.fr/803-home_default/huile-vegetale-de-germe-de-ble-bio.jpg
533;Huile végétale de Jojoba BIO;L'experte des peaux grasses comme des peaux sèches !  Originaire des déserts d'Amérique du Sud, l'huile végétale de Jojoba est utilisée depuis des siècles pour ses vertus très intéressantes. Son emploi est exclusivement réservé en cosmétologie pour les soins de la peau, favorisant la beauté du tissu cutané. Hydratante, elle peut être utilisée aussi bien pour les peaux grasses que les peaux sèches en raison de sa capacité à réguler et à maintenir un équilibre parfait. De même, elle constituera un soin capillaire intense pour tous types de cheveux.Idéale en cas de : Acné : quelques gouttes matin et soir sur le visage pour réguler la production de sébum. Cheveux secs : appliquer quelques gouttes sur les pointes sèches et abîmées.  Vendue en flacon de 50mL.;6,504;www.compagnie-des-sens.fr/751-home_default/huile-vegetale-de-jojoba-bio.jpg
534;Acné (femme enceinte) - Pack d'huiles essentielles;    La Compagnies des Sens a développé une synergie aux propriétés anti-infectueuses, anti-inflamatoires et cicatrisantes,     qui traitera votre peau contre l'acné sans l'agresser.      Ce pack contient les 3 huiles essentielles nécessaires pour faire soi-même ce mélange :1 flacon d'huile essentielle BIO de Lavande Fine - 5mL1 flacon d'huile essentielle BIO de Tea Tree - 5mL1 flacon d'huile essentielle BIO d'Eucalyptus Citronné - 5mL1 flacon d'huile végétale BIO d'Argan - 50mL Offert : 1 flacon vide pour faire son mélange  Offert : 1 étiquette vierge pour personnaliser son flaconEnvie de connaitre le rôle de chaque huile essentielle dans cette synergie ? Cliquez ici.;18,9;www.compagnie-des-sens.fr/324-home_default/acne-femme-enceinte-pack-d-huiles-essentielles.jpg
536;Bain de bouche - Pack d'huiles essentielles;La Compagnie des Sens a créé une synergie rassemblant des propriétés anti-inflammatoires, anesthésiantes.Ce pack contient les 3 huiles essentielles nécessaires pour faire soi-même ce mélange :1 flacon d'huile essentielle BIO de Clou de Girofle - 5mL1 flacon d'huile essentielle BIO de Menthe Poivrée - 5mL1 flacon d'huile essentielle BIO de Laurier Noble - 5mL Offert : 1 flacon vide pour faire son mélange  Offert : 1 étiquette vierge pour personnaliser son flaconEnvie de connaitre le rôle de chaque huile essentielle dans cette synergie ? Cliquez ici.;13,5;www.compagnie-des-sens.fr/2416-home_default/bain-de-bouche-pack-d-huiles-essentielles.jpg
539;Hoquet (bébé) - Pack d'huiles essentielles;Pour lutter contre le hoquet des tout-petits, la Compagnie des Sens a mis au point une synergie d'huiles essentielles aux propriétés antispasmodiques et anti-inflammatoires.Ce pack contient les 2 huiles essentielles nécessaires pour faire soi-même ce mélange :1 flacon d'huile essentielle BIO de Camomille Romaine - 5mL1 flacon d'huile essentielle BIO de Petit Grain Bigarade - 5mL1 flacon d'huile végétale BIO d'Argan - 50mL Offert : 1 flacon vide pour faire son mélange Offert : 1 étiquette vierge pour personnaliser son flacon  Envie de connaitre le rôle de chaque huile essentielle dans cette synergie ? Cliquez ici.;27,3;www.compagnie-des-sens.fr/326-home_default/hoquet-bebe-pack-d-huiles-essentielles.jpg
541;Plaies et brûlures (bébés) - Pack d'huiles essentielles;La Compagnie des Sens a créé une synergie rassemblant des propriétés anti-infectieuses, anesthésiantes et cicatrisantes.Ce pack contient les 4 huiles essentielles nécessaires pour faire soi-même ce mélange :1 flacon d'huile essentielle BIO de Tea Tree - 5mL1 flacon d'huile essentielle BIO de Lavande Vraie - 5mL1 flacon d'huile essentielle BIO de Ciste - 5mL1 flacon d'huile végétale BIO d'Argan - 50mL Offert : 1 flacon vide pour faire son mélange  Offert : 1 étiquette vierge pour personnaliser son flacon Envie de connaitre le rôle de chaque huile essentielle dans cette synergie ? Cliquez ici.;28,5;www.compagnie-des-sens.fr/327-home_default/plaies-et-brulures-bebes-pack-d-huiles-essentielles.jpg
543;Érythème fessier du nourrisson - Pack d'huiles essentielles;La Compagnie des Sens a crée une synergie aux propriétés anti-inflammatoires, antibactériennes et antifongiques pour limiter le risque d'infection et le développement de la levure responsable de l'érythème (Candida albicans).Ce pack contient les 2 huiles essentielles nécessaires pour faire soi-même ce mélange :1 flacon d'huile essentielle BIO de Lavande Vraie - 5mL1 flacon d'huile essentielle BIO de Tea Tree - 5mL1 flacon d'huile végétale BIO d'Argan - 50mL Offert : 1 flacon vide pour faire son mélange  Offert : 1 étiquette vierge pour personnaliser son flacon Envie de connaitre le rôle de chaque huile essentielle dans cette synergie ? Cliquez ici.;14,7;www.compagnie-des-sens.fr/328-home_default/erytheme-fessier-du-nourrisson-pack-d-huiles-essentielles.jpg
545;Laryngite - Pack d'huiles essentielles;Pour conmbattre la laryngite, la Compagnie des Sens a mis au point une synergie d'huiles essentielles aux propriétés anti-inféctieuses, anti-spasmodiques et anti-oxydantes.Ce pack contient les 3 huiles essentielles nécessaires pour faire soi-même ce mélange :1 flacon d'huile essentielle BIO d’Eucalyptus Radiata - 5mL1 flacon d'huile essentielle BIO de Thym à Linalol - 5mL1 flacon d'huile essentielle BIO de Citron - 5mL Offert : 1 flacon vide pour faire son mélange  Offert : 1 étiquette vierge pour personnaliser son flacon Envie de connaitre le rôle de chaque huile essentielle dans cette synergie ? Cliquez ici;18,9;www.compagnie-des-sens.fr/2144-home_default/laryngite-pack-d-huiles-essentielles.jpg
547;Saignement de nez - Pack d'huiles essentielles;La Compagnie des Sens a créé une synergie rassemblant des propriétés anti-hémorragiques, cicatrisantes.Ce pack contient les 2 huiles essentielles nécessaires pour faire soi-même ce mélange :1 flacon d'huile essentielle BIO de Ciste - 5mL1 flacon d'huile essentielle BIO de Géranium - 5mL Offert : 1 flacon vide pour faire son mélange  Offert : 1 étiquette vierge pour personnaliser son flaconEnvie de connaitre le rôle de chaque huile essentielle dans cette synergie ? Cliquez ici.;19,8;www.compagnie-des-sens.fr/2534-home_default/saignement-de-nez-pack-d-huiles-essentielles.jpg
551;Raffermissant corps - Pack d'huiles essentielles;La Compagnie des Sens a mis au point une synergie aux vertus raffermissantes grâces aux propriétés épithéliogènes, astingentes et de toniques cutanées qu'apportent les huiles essentielles qui la composent.Ce pack contient les 3 huiles essentielles nécessaires pour faire soi-même ce mélange :1 flacon d'huile essentielle BIO de Géranium Rosat - 5mL1 flacon d'huile essentielle BIO de Ciste - 5mL1 flacon d'huile essentielle BIO de Lavande Fine - 5mL1 flacon d'huile végétale BIO d'Argan - 50mL Offert : 1 flacon vide pour faire son mélange  Offert : 1 étiquette vierge pour personnaliser son flacon Envie de connaitre le rôle de chaque huile essentielle dans cette synergie ? Cliquez-ici.;31,8;www.compagnie-des-sens.fr/332-home_default/raffermissant-corps-pack-d-huiles-essentielles.jpg
557;Arthrite - Pack d'huiles essentielles;La Compagnie des Sens a dévelopé une synergie d'huiles essentielles aux propriétés anti-inflammatoires pour apaiser l'athrite. Ce pack contient les 3 huiles essentielles nécessaires pour faire soi-même ce mélange : 1 flacon d'huile essentielle BIO de Gaulthérie Odorante - 5mL1 flacon d'huile essentielle BIO d'Eucalyptus Citronné - 5mL1 flacon d'huile essentielle BIO de Lavandin Super - 5mL1 flacon d'huile végétale BIO d'Argan - 50mL Offert : 1 flacon vide pour faire son mélange  Offert : 1 étiquette vierge pour personnaliser son flacon Envie de connaitre le rôle de chaque huile essentielle dans cette synergie ? Cliquez ici.;15,9;www.compagnie-des-sens.fr/622-home_default/arthrite-pack-d-huiles-essentielles.jpg
560;1 pochon de coton pour ranger vos flacons;L'accessoire indispensable pour toujours avoir ses huiles essentielles sur soi ! Plus besoin de fouiller toute votre trousse de toilette ou votre sac à main, rassemblées en un même endroit, vos huiles seront toujours à portée de doigt.   Ce pochon signé La Compagnie des Sens a plus d'un tour dans son sac : Esthétique : couleur écrue, sérigraphie noirePratique : il peut contenir jusqu'à 10 flacons.Passe-partout : 13 x 17 cm, il se glisse parfaitement dans votre sac à main, à dos ou votre valise.Multi-fonction : il est du plus grand effet pour tous vos cadeaux made by La Compagnie des Sens. Le petit + : nos pochons sont confectionnés avec du coton tissé en France et non traité, ce qui explique sa couleur écrue. Et pour ne rien gâcher, ils sont fabriqués en France, non loin de chez nous ! C'est notre petit geste pour l'environnement ;-)   Important : pour chaque commande d'huiles essentielles passée sur notre site, nous vous offrons un pochon.Couleur écrue, 100% coton, 13 x 17 cm, fermeture par deux cordons tressés. Sérigraphie noire sur la face avant.;1,596;www.compagnie-des-sens.fr/1220-home_default/pochon.jpg
561;Rougeole, scarlatine, rubéole - Pack d'huiles essentielles;La Compagnie des Sens a développé une synergie antibactérienne pour apaiser la rougeole, la scarlatine et la rubéole. Ce pack contient les 3 huiles essentielles nécessaires pour faire soi-même ce mélange :1 flacon d'huile essentielle BIO de Lavande Fine - 5mL1 flacon d'huile essentielle BIO de Niaouli - 5mL1 flacon d'huile essentielle BIO de Tea Tree - 5mL1 flacon d'huile végétale BIO d'Argan - 50mL Offert : 1 flacon vide pour faire son mélange  Offert : 1 étiquette vierge pour personnaliser son flaconEnvie de connaitre le rôle de chaque huile essentielle dans cette synergie ? Cliquez ici.;18,9;www.compagnie-des-sens.fr/334-home_default/rougeole-scarlatine-rubeole-pack-d-huiles-essentielles.jpg
565;Angiome - Pack d'huiles essentielles;Pour faire disparaître les angiomes, il faut réunir des propriétés désclérosantes, anti-oedémateuses et drainantes.Ce pack contient les 2 huiles essentielles et 1 huile végétale nécessaires pour faire soi-même ce mélange :1 flacon d'huile essentielle BIO d’Hélichryse Italienne - 5mL1 flacon d'huile essentielle BIO de Cyprès de Provence - 5mL1 flacon d'huile végétale BIO d'Argan - 50mL Offert : 1 flacon vide pour faire son mélange  Offert : 1 étiquette vierge pour personnaliser son flacon Envie de connaitre le rôle de chaque huile essentielle dans cette synergie ? Cliquez ici.;36,9;www.compagnie-des-sens.fr/335-home_default/angiome-pack-d-huiles-essentielles.jpg
567;Anosmie - Pack d'huiles essentielles;La compagnie des sens a réuni des huiles essentielles aux propriétés neurotoniques, décongestionnantes, expectorantes et de stimulants circulatoires pour lutter contre la perte d'odorat.Ce pack contient les 4 huiles essentielles nécessaires pour faire soi-même ce mélange :1 flacon d'huile essentielle BIO de Menthe Poivrée - 5mL1 flacon d'huile essentielle BIO de Marjolaine à Coquilles - 5mL1 flacon d'huile essentielle BIO de Romarin à Verbénone - 5mL1 flacon d'huile essentielle BIO de Nard de l'Himalaya - 5mL1 flacon d'huile végétale BIO d'Argan - 50mL Offert : 1 flacon vide pour faire son mélange  Offert : 1 étiquette vierge pour personnaliser son flacon Envie de connaitre le rôle de chaque huile essentielle dans cette synergie ? Cliquez ici.;31,8;www.compagnie-des-sens.fr/1315-home_default/anosmie-pack-d-huiles-essentielles.jpg
569;Pneumonie -Pack d'huiles essentielles;La Compagnie des Sens a créé une synergie rassemblant des propriétés anti-inflammatoires, anesthésiantes.Ce pack contient les 3 huiles essentielles nécessaires pour faire soi-même ce mélange :1 flacon d'huile essentielle BIO d'Ajowan - 5mL1 flacon d'huile essentielle BIO de Ravintsara - 5mL1 flacon d'huile essentielle BIO d'Inule Odorante - 5mL1 flacon d'huile végétale BIO d'Argan - 50mL Offert : 1 flacon vide pour faire son mélange  Offert : 1 étiquette vierge pour personnaliser son flaconEnvie de connaitre le rôle de chaque huile essentielle dans cette synergie ? Cliquez ici.;40,8;www.compagnie-des-sens.fr/337-home_default/pneumonie-pack-d-huiles-essentielles.jpg
571;Choc émotionnel - Pack d'huiles essentielles;La Compagnie des Sens propose une synergie aux propriétés relaxantes et calmantes pour vous aider à surmonter une période difficile. Ce pack contient les 3 huiles essentielles nécessaires pour faire soit-même ce mélange :1 flacon d'huile essentielle BIO de Camomille Romaine - 5mL1 flacon d'huile essentielle BIO de Marjolaine à Coquilles - 5mL1 flacon d'huile essentielle BIO de Verveine Exotique - 5mL Offert : 1 flacon vide pour faire son mélange  Offert : 1 étiquette vierge pour personnaliser son flacon Envie de connaitre le rôle de chaque huile essentielle dans cette synergie ? Cliquez ici.;26,1;www.compagnie-des-sens.fr/1297-home_default/choc-emotionnel-pack-d-huiles-essentielles.jpg
573;Répulsif Souris et Rats - Pack d'huiles essentielles;Pour faire fuir les souris et les rats, la Compagnie des Sens a mis au point une synergie d'huiles essentielles aux propriétés répulsives pour les souris et les rats.Ce pack contient les 3 huiles essentielles nécessaires pour faire soi-même ce mélange :1 flacon d'huile essentielle BIO de Laurier Noble - 5mL1 flacon d'huile essentielle BIO de Sauge Sclarée - 5mL1 flacon d'huile essentielle BIO de Menthe Poivrée - 5mL Offert : 1 flacon vide pour faire son mélange  Offert : 1 étiquette vierge pour personnaliser son flacon Envie de connaitre le rôle de chaque huile essentielle dans cette synergie ? Cliquez ici.;16,8;www.compagnie-des-sens.fr/2609-home_default/repulsif-souris-et-rats-pack-d-huiles-essentielles.jpg
574;THYM À THUJANOL - Huile essentielle BIO;Le Thym qui réchauffe !Le thym est un petit arbrisseau de la famille des Lamiacées bien connu des cuisiniers. Le Thym à Thujanol, à ne pas confondre avec le Thym à Linalol ou à Thymol, pousse dans le terroir si particulier de la Drôme provençale. La localisation géographique a ici une grande importance car elle confère une composition particulière aux différentes huiles essentielles de Thym. Celle de Thym à Thujanol est une incontournable car elle peut être utilisée par toute la famille, elle est notamment très réputée contre les angines. Une de ses particularités notables est son action réchauffante, appréciée des personnes aux extrémités froides !  AngineVoie orale : 2 gouttes mélangées à du miel Voie cutanée : 2 gouttes pures à appliquer sur la gorge et les ganglions, 3 fois par jour pendant 3 jours FrilositéVoie orale : 2 gouttes mélangées à du miel, 3 fois par jour. Faire une semaine de pause après trois semaines d'utilisation. Épuisement physique et psychiqueVoie cutanée : 3 gouttes mélangées à 4 gouttes d'huile végétale à appliquer sur le plexus solaire, 2 fois par jour. Faire une semaine de pause après trois semaines d'utilisation. Mycose et problèmes bucco-dentairesVoie cutanée : 2 gouttes pures sur la mycose ou le problème dentaire, 2 fois par jour jusqu'à amélioration.;19,5;www.compagnie-des-sens.fr/1060-home_default/thym-a-thujanol-huile-essentielle-bio.jpg
